Row Number,Customer ID,First Name,State,Gender,Age,Salary,Credit Score,Tenure,Balance,HasCrCard,Card Type,HasLoan,HasFD,Num Of Products,IsActiveMember,Exited,Complain,Count of Complains,Satisfaction Score,Point Earned,Preferred Channel
2770,KA02770,Payal,Karnataka,Female,27,176000,699,3,103269.31,1,Gold,0,0,1,1,0,0,0,5,100,Mobile
2771,KA02771,Swati,Karnataka,Female,40,49000,716,2,185771.73,1,Gold,0,1,2,1,0,0,0,8,130,Phone
2772,DL02772,Ramesh,Delhi,Male,42,183000,715,4,213888.2,1,Platinum,1,1,3,1,0,0,0,9,140,Email
2773,KA02773,Ravi,Karnataka,Male,77,160000,517,6,0,1,Silver,0,0,1,0,1,1,17,4,6,Phone
2774,KA02774,Nikhil,Karnataka,Male,57,181000,709,5,207338.96,1,Platinum,0,0,1,1,0,0,0,6,110,Email
2775,KA02775,Sanjay,Karnataka,Male,61,109000,549,2,0,0,Not Applicable,0,0,0,0,1,1,23,1,0,Branch
2776,DL02776,Yogesh,Delhi,Male,60,111000,664,9,62625.17,1,Silver,0,0,1,1,0,0,0,7,120,Email
2777,TN02777,Nikhil,Tamil Nadu,Male,46,178000,619,7,134088.12,1,Gold,0,0,1,1,0,0,0,4,90,Branch
2778,MH02778,Tarun,Maharashtra,Male,29,42000,653,3,58960.24,1,Silver,0,1,2,1,0,1,12,7,46,Phone
2779,TN02779,Umesh,Tamil Nadu,Male,30,42000,620,2,39522.37,1,Gold,1,1,3,1,0,0,0,10,150,Email
2780,TN02780,Shivam,Tamil Nadu,Male,31,70000,640,3,40936.3,1,Platinum,0,0,1,1,0,0,0,6,110,Phone
2781,MH02781,Gopal,Maharashtra,Male,26,96000,647,4,68116.85,0,Not Applicable,1,1,2,1,0,1,10,8,60,Mobile
2782,TN02782,Sumit,Tamil Nadu,Male,58,144000,723,6,237375.53,1,Gold,0,1,2,1,0,0,0,6,110,Phone
2783,WB02783,Anirudh,West Bengal,Male,29,43000,680,5,77765.6,0,Not Applicable,0,0,0,1,0,0,0,7,120,Email
2784,MH02784,Aditi,Maharashtra,Female,55,103000,665,6,227429.9,1,Silver,0,0,1,1,0,1,10,10,80,Email
2785,TN02785,Harsh,Tamil Nadu,Male,35,176000,706,7,126647.13,1,Gold,1,1,3,1,0,0,0,6,110,Phone
2786,MH02786,Poonam,Maharashtra,Female,30,198000,742,1,188138.71,1,Gold,0,0,1,1,0,1,26,8,28,Email
2787,DL02787,Raj,Delhi,Male,54,15000,455,2,0,1,Platinum,1,0,2,1,1,1,20,2,0,Mobile
2788,MH02788,Simran,Maharashtra,Female,50,67000,684,2,202240.52,1,Gold,0,1,2,1,0,0,0,5,100,Email
2789,KA02789,Raj,Karnataka,Male,79,152000,488,1,0,1,Platinum,1,0,2,0,1,0,0,10,250,Mobile
2790,MH02790,Varsha,Maharashtra,Female,29,113000,682,1,142557.22,1,Platinum,0,0,1,1,0,1,10,8,60,Mobile
2791,KA02791,Esha,Karnataka,Female,30,33000,600,5,21086.02,1,Gold,0,0,1,1,0,0,0,4,90,Mobile
2792,KA02792,Bharat,Karnataka,Male,77,191000,544,1,0,1,Silver,1,0,2,0,1,0,0,1,70,Branch
2793,KA02793,Manish,Karnataka,Male,25,110000,600,7,0,1,Gold,0,0,1,1,0,1,19,8,42,Phone
2794,KA02794,Umesh,Karnataka,Male,43,136000,719,4,192118.05,0,Not Applicable,0,1,1,1,0,0,0,5,100,Mobile
2795,KA02795,Seema,Karnataka,Female,62,143000,559,6,28369.89,1,Silver,0,0,1,0,1,1,21,1,0,Email
2796,MH02796,Komal,Maharashtra,Female,48,71000,756,4,146763.59,1,Silver,0,0,1,1,0,1,12,9,66,Email
2797,KA02797,Neha,Karnataka,Female,62,12000,600,1,0,1,Silver,1,0,2,0,1,1,25,1,0,Mobile
2798,KA02798,Rashmi,Karnataka,Female,42,57000,757,3,128603.89,1,Gold,0,0,1,1,0,0,0,4,90,Branch
2799,KA02799,Ravi,Karnataka,Male,41,187000,682,9,199724.19,1,Platinum,0,1,2,1,0,0,0,4,90,Mobile
2800,DL02800,Pankaj,Delhi,Male,27,82000,697,4,42233.52,1,Silver,0,0,1,1,0,0,0,4,90,Mobile
2801,MH02801,Tina,Maharashtra,Female,58,32000,632,2,197034.23,0,Not Applicable,1,0,1,1,0,0,0,7,120,Email
2802,TN02802,Charvi,Tamil Nadu,Female,51,174000,688,4,0,1,Gold,0,1,2,1,0,0,0,5,100,Phone
2803,TN02803,Tanmay,Tamil Nadu,Male,41,51000,723,4,77181.65,1,Silver,0,0,1,1,0,0,0,6,110,Email
2804,WB02804,Rohan,West Bengal,Male,61,92000,429,2,0,0,Not Applicable,1,0,1,0,1,0,0,5,100,Branch
2805,MH02805,Suman,Maharashtra,Female,58,33000,718,2,87881.91,1,Gold,0,1,2,1,0,0,0,9,140,Phone
2806,DL02806,Nikhil,Delhi,Male,34,143000,719,1,79393.72,1,Gold,0,0,1,1,0,0,0,5,100,Mobile
2807,TN02807,Payal,Tamil Nadu,Female,65,94000,517,5,49576.88,1,Platinum,0,0,1,0,1,0,0,2,70,Mobile
2808,KA02808,Shruti,Karnataka,Female,75,20000,476,4,35993.26,1,Platinum,1,0,2,0,1,0,0,3,110,Mobile
2809,DL02809,Deepak,Delhi,Male,50,95000,600,2,23558.79,1,Silver,0,1,2,0,1,1,29,1,0,Mobile
2810,TN02810,Ravi,Tamil Nadu,Male,37,147000,668,4,0,1,Silver,0,1,2,1,0,0,0,4,90,Phone
2811,MH02811,Varsha,Maharashtra,Female,35,99000,747,4,0,1,Gold,0,1,2,1,0,1,26,8,28,Email
2812,MH02812,Kartik,Maharashtra,Male,36,124000,723,1,173367.1,1,Silver,0,1,2,1,0,0,0,4,90,Email
2813,WB02813,Tanmay,West Bengal,Male,47,162000,682,3,222600.65,1,Gold,0,0,1,1,0,0,0,4,90,Mobile
2814,DL02814,Diya,Delhi,Female,31,88000,711,5,176413.05,1,Gold,0,0,1,1,0,0,0,6,110,Mobile
2815,KA02815,Tanmay,Karnataka,Male,55,178000,549,4,34175.33,1,Platinum,0,0,1,0,1,0,0,10,150,Phone
2816,DL02816,Bharat,Delhi,Male,59,159000,600,2,29798.03,1,Silver,0,1,2,0,1,0,0,9,230,Branch
2817,WB02817,Sai,West Bengal,Male,69,149000,565,2,10281.35,0,Not Applicable,1,1,2,1,1,0,0,2,70,Branch
2818,TN02818,Ravi,Tamil Nadu,Male,39,148000,606,4,193461.1,1,Silver,0,0,1,1,0,0,0,7,120,Branch
2819,MH02819,Arvind,Maharashtra,Male,49,93000,746,2,41426.35,0,Not Applicable,0,0,0,1,0,0,0,5,100,Phone
2820,TN02820,Tarun,Tamil Nadu,Male,54,104000,816,8,75736.7,1,Platinum,0,0,1,1,0,1,17,8,46,Mobile
2821,WB02821,Shivam,West Bengal,Male,57,29000,575,6,0,0,Not Applicable,0,0,0,0,1,0,0,10,50,Branch
2822,MH02822,Nandini,Maharashtra,Female,52,106000,697,6,87405.54,0,Not Applicable,0,0,0,1,0,0,0,8,130,Branch
2823,TN02823,Rashmi,Tamil Nadu,Female,55,49000,651,1,0,1,Silver,0,0,1,1,0,1,11,5,28,Mobile
2824,MH02824,Zoya,Maharashtra,Female,25,73000,685,4,214529.6,1,Silver,1,1,3,1,0,0,0,5,100,Phone
2825,DL02825,Anirudh,Delhi,Male,25,121000,737,2,166648.59,1,Gold,0,1,2,1,0,1,11,9,68,Mobile
2826,TN02826,Ramesh,Tamil Nadu,Male,46,133000,653,2,104588.03,1,Gold,0,1,2,1,0,0,0,4,90,Email
2827,KA02827,Harsh,Karnataka,Male,31,175000,600,2,70122.85,1,Gold,0,0,1,1,0,0,0,5,100,Phone
2828,MH02828,Poonam,Maharashtra,Female,50,155000,738,5,103326.41,1,Gold,0,0,1,1,0,1,20,5,10,Email
2829,MH02829,Umesh,Maharashtra,Male,57,154000,516,5,25065.01,1,Silver,1,0,2,0,1,0,0,6,170,Email
2830,KA02830,Harsh,Karnataka,Male,48,119000,752,5,132496.36,0,Not Applicable,1,1,2,1,0,0,0,6,110,Mobile
2831,TN02831,Ishaan,Tamil Nadu,Male,54,45000,721,2,247232.33,1,Gold,0,0,1,1,0,0,0,10,150,Mobile
2832,KA02832,Krishna,Karnataka,Male,59,90000,693,6,115537.16,1,Platinum,0,1,2,1,0,0,0,9,140,Phone
2833,MH02833,Alka,Maharashtra,Female,56,120000,504,2,0,1,Platinum,1,0,2,1,1,0,0,10,150,Branch
2834,TN02834,Dinesh,Tamil Nadu,Male,28,52000,662,10,13451.2,1,Gold,0,1,2,1,0,0,0,4,90,Phone
2835,MH02835,Suraj,Maharashtra,Male,47,177000,626,1,191978.85,1,Gold,0,1,2,1,0,0,0,4,90,Branch
2836,TN02836,Ritik,Tamil Nadu,Male,66,108000,547,8,36507.63,1,Platinum,0,0,1,1,1,0,0,2,70,Phone
2837,TN02837,Aditi,Tamil Nadu,Female,36,136000,760,7,167019.86,1,Gold,0,0,1,1,0,0,0,4,90,Email
2838,MH02838,Vihaan,Maharashtra,Male,57,36000,707,6,80833.49,1,Gold,0,1,2,1,0,0,0,4,90,Phone
2839,TN02839,Mahesh,Tamil Nadu,Male,29,41000,719,5,130723.78,0,Not Applicable,0,1,1,1,0,1,14,7,42,Mobile
2840,KA02840,Rahul,Karnataka,Male,60,181000,664,4,0,0,Not Applicable,0,1,1,1,0,0,0,6,110,Phone
2841,MH02841,Simran,Maharashtra,Female,68,147000,574,5,29826.32,1,Platinum,0,0,1,1,1,1,23,2,0,Email
2842,KA02842,Rajesh,Karnataka,Male,29,162000,775,4,191062.11,1,Gold,0,1,2,1,0,0,0,10,150,Phone
2843,TN02843,Yash,Tamil Nadu,Male,40,145000,668,5,127273.13,0,Not Applicable,0,1,1,1,0,1,20,9,50,Email
2844,DL02844,Ishita,Delhi,Female,35,48000,642,5,50690.5,0,Not Applicable,1,1,2,1,0,0,0,8,130,Mobile
2845,WB02845,Krishna,West Bengal,Male,76,13000,507,4,0,1,Platinum,1,1,3,1,1,0,0,2,70,Mobile
2846,TN02846,Suresh,Tamil Nadu,Male,50,197000,685,9,114059.76,1,Silver,0,1,2,1,0,0,0,4,90,Phone
2847,MH02847,Amit,Maharashtra,Male,75,32000,534,2,0,1,Silver,0,0,1,0,1,1,28,2,0,Email
2848,DL02848,Bharat,Delhi,Male,51,69000,664,8,125704.87,1,Silver,0,0,1,1,0,0,0,10,150,Branch
2849,KA02849,Rashmi,Karnataka,Female,31,79000,692,1,214797.27,1,Silver,0,0,1,1,0,0,0,4,90,Email
2850,MH02850,Krishna,Maharashtra,Male,42,138000,693,6,183413.21,1,Silver,0,0,1,1,0,1,16,6,28,Mobile
2851,MH02851,Nikhil,Maharashtra,Male,33,84000,622,3,183994.97,1,Gold,0,1,2,1,0,1,20,8,40,Mobile
2852,MH02852,Varsha,Maharashtra,Female,65,109000,593,1,0,1,Silver,1,1,3,0,1,0,0,8,290,Phone
2853,MH02853,Ishaan,Maharashtra,Male,34,143000,735,1,0,1,Silver,1,0,2,1,0,0,0,7,120,Phone
2854,KA02854,Aarohi,Karnataka,Female,48,179000,713,9,0,1,Silver,0,1,2,1,0,0,0,7,120,Mobile
2855,MH02855,Pankaj,Maharashtra,Male,56,44000,639,1,206210.57,1,Gold,1,1,3,1,0,0,0,4,90,Mobile
2856,DL02856,Saanvi,Delhi,Female,57,110000,688,7,0,1,Gold,0,1,2,1,0,0,0,8,130,Mobile
2857,DL02857,Suresh,Delhi,Male,48,163000,748,2,80967.12,1,Gold,0,1,2,1,0,0,0,8,130,Email
2858,MH02858,Geeta,Maharashtra,Female,49,190000,600,6,189493.14,1,Platinum,0,1,2,1,0,0,0,6,110,Phone
2859,DL02859,Rashmi,Delhi,Female,60,164000,698,1,170535.8,1,Silver,1,0,2,1,0,1,1,8,130,Mobile
2860,MH02860,Sumit,Maharashtra,Male,37,114000,710,1,167201.22,1,Gold,1,1,3,1,0,0,0,4,90,Email
2861,MH02861,Geeta,Maharashtra,Female,36,71000,645,2,201211.02,1,Gold,0,1,2,1,0,0,0,5,100,Mobile
2862,DL02862,Anirudh,Delhi,Male,51,35000,732,7,82297.93,0,Not Applicable,1,0,1,1,0,0,0,6,110,Branch
2863,TN02863,Naresh,Tamil Nadu,Male,72,185000,595,1,21728.08,0,Not Applicable,0,1,1,1,1,0,0,2,70,Phone
2864,MH02864,Esha,Maharashtra,Female,50,152000,525,4,48825.27,1,Silver,1,0,2,0,1,0,0,3,110,Email
2865,MH02865,Kunal,Maharashtra,Male,31,87000,720,1,163603.73,1,Gold,0,0,1,1,0,0,0,10,150,Email
2866,MH02866,Esha,Maharashtra,Female,49,73000,747,4,243140.48,1,Gold,0,0,1,1,0,0,0,4,90,Phone
2867,KA02867,Geeta,Karnataka,Female,35,81000,734,3,165606.75,1,Gold,0,1,2,1,0,0,0,5,100,Mobile
2868,TN02868,Vihaan,Tamil Nadu,Male,32,37000,685,4,67726.67,1,Gold,1,1,3,1,0,0,0,5,100,Mobile
2869,TN02869,Sanjay,Tamil Nadu,Male,50,102000,600,5,151275.02,1,Gold,0,0,1,1,0,0,0,6,110,Email
2870,TN02870,Khushi,Tamil Nadu,Female,61,29000,512,2,38399.03,0,Not Applicable,0,0,0,0,1,1,16,1,0,Branch
2871,WB02871,Geeta,West Bengal,Female,52,112000,562,5,0,1,Silver,0,0,1,0,1,0,0,2,70,Mobile
2872,MH02872,Vijay,Maharashtra,Male,53,170000,465,1,0,0,Not Applicable,1,0,1,0,1,0,0,5,100,Phone
2873,DL02873,Simran,Delhi,Female,57,58000,690,7,172799.95,0,Not Applicable,1,1,2,1,0,0,0,5,100,Phone
2874,DL02874,Ramesh,Delhi,Male,73,12000,600,2,0,1,Platinum,0,0,1,1,1,0,0,8,130,Phone
2875,TN02875,Dinesh,Tamil Nadu,Male,41,148000,666,4,166560.74,0,Not Applicable,0,0,0,1,0,0,0,10,150,Mobile
2876,MH02876,Yogesh,Maharashtra,Male,58,82000,600,2,0,0,Not Applicable,0,1,1,0,1,1,5,1,0,Mobile
2877,MH02877,Diya,Maharashtra,Female,71,83000,600,3,28299.61,1,Platinum,0,1,2,0,1,0,0,1,70,Phone
2878,WB02878,Om,West Bengal,Male,55,152000,492,6,36173.51,1,Platinum,0,0,1,0,1,1,25,3,0,Mobile
2879,WB02879,Suresh,West Bengal,Male,30,135000,742,4,232570.06,1,Platinum,0,0,1,1,0,0,0,4,90,Mobile
2880,MH02880,Om,Maharashtra,Male,34,94000,684,3,102311.27,1,Silver,1,0,2,1,0,0,0,10,150,Mobile
2881,MH02881,Diya,Maharashtra,Female,52,153000,704,4,92956.51,1,Silver,0,0,1,1,0,0,0,6,110,Email
2882,KA02882,Kavita,Karnataka,Female,49,149000,612,3,26361.43,1,Gold,0,1,2,1,0,0,0,5,100,Email
2883,MH02883,Komal,Maharashtra,Female,41,146000,727,10,94836.31,0,Not Applicable,1,0,1,1,0,0,0,4,90,Mobile
2884,KA02884,Om,Karnataka,Male,54,156000,721,1,142060.95,1,Platinum,0,0,1,1,0,1,9,5,32,Email
2885,WB02885,Dinesh,West Bengal,Male,43,139000,652,2,94924.91,0,Not Applicable,0,1,1,1,0,0,0,9,140,Email
2886,MH02886,Tanmay,Maharashtra,Male,60,155000,711,2,81514.19,1,Silver,0,1,2,1,0,0,0,6,110,Mobile
2887,KA02887,Diya,Karnataka,,41,191000,681,9,95899.08,0,Not Applicable,0,1,1,1,0,0,0,6,110,Mobile
2888,KA02888,Aarohi,Karnataka,Female,28,168000,621,1,131035.37,1,Silver,0,0,1,1,0,0,0,7,120,Mobile
2889,DL02889,Farah,Delhi,Female,52,23000,544,3,3049.45,1,Silver,0,0,1,1,1,0,0,9,140,Mobile
2890,KA02890,Vijay,Karnataka,Male,57,93000,750,1,149995.05,1,Platinum,0,0,1,1,0,0,0,8,130,Mobile
2891,MH02891,Ankit,Maharashtra,Male,63,44000,600,6,0,1,Silver,1,0,2,1,1,0,0,7,120,Email
2892,DL02892,Krishna,Delhi,Male,54,136000,716,6,178010.65,1,Gold,1,0,2,1,0,0,0,9,140,Mobile
2893,TN02893,Swati,Tamil Nadu,Female,35,89000,694,5,217271.29,0,Not Applicable,0,0,0,1,0,0,0,5,100,Email
2894,MH02894,Esha,Maharashtra,Female,56,131000,503,5,36322.4,0,Not Applicable,0,1,1,0,1,1,7,2,6,Branch
2895,MH02895,Mohan,Maharashtra,Male,58,143000,766,1,150635.68,1,Gold,0,0,1,1,0,0,0,6,110,Phone
2896,WB02896,Tarun,West Bengal,Male,55,24000,478,3,0,0,Not Applicable,0,0,0,0,1,0,0,7,50,Mobile
2897,KA02897,Payal,Karnataka,Female,31,75000,652,6,218324.78,1,Gold,0,1,2,1,0,0,0,8,130,Email
2898,MH02898,Rahul,Maharashtra,Male,46,58000,695,2,119674.27,1,Silver,0,1,2,1,0,0,0,5,100,Mobile
2899,WB02899,Prakash,West Bengal,Male,38,162000,689,2,192219.83,1,Gold,0,0,1,1,0,0,0,5,100,Mobile
2900,DL02900,Ishaan,Delhi,Male,45,164000,719,2,237606.35,1,Silver,1,0,2,1,0,0,0,8,130,Phone
2901,MH02901,Shreya,Maharashtra,Female,27,197000,677,4,176759.47,1,Gold,1,0,2,1,0,0,0,5,100,Mobile
2902,DL02902,Mohan,Delhi,Male,51,60000,772,10,34867.9,0,Not Applicable,1,0,1,1,0,1,5,6,50,Email
2903,MH02903,Charvi,Maharashtra,Female,41,141000,723,1,217893.22,1,Gold,0,0,1,1,0,0,0,7,120,Email
2904,TN02904,Vaishnavi,Tamil Nadu,Female,38,110000,727,1,219479.97,1,Silver,0,0,1,1,0,0,0,5,100,Phone
2905,WB02905,Rohan,West Bengal,Male,57,47000,692,8,243459.35,1,Platinum,0,0,1,1,0,0,0,8,130,Mobile
2906,MH02906,Swati,Maharashtra,Female,26,168000,744,5,75689.18,0,Not Applicable,0,0,0,1,0,0,0,4,90,Mobile
2907,MH02907,Saanvi,Maharashtra,Female,25,126000,795,4,12502.56,0,Not Applicable,0,1,1,1,0,0,0,6,110,Mobile
2908,KA02908,Tina,Karnataka,Female,74,112000,487,3,35435.2,0,Not Applicable,0,0,0,0,1,1,30,2,0,Branch
2909,DL02909,Mohan,Delhi,Male,59,170000,600,8,165502.21,1,Silver,1,0,2,1,0,0,0,4,90,Phone
2910,KA02910,Tarun,Karnataka,Male,42,83000,662,4,0,0,Not Applicable,0,1,1,1,0,0,0,4,90,Phone
2911,WB02911,Bhavya,West Bengal,Female,62,189000,600,1,16216.14,0,Not Applicable,1,0,1,0,1,1,30,5,0,Email
2912,DL02912,Seema,Delhi,Female,60,117000,572,2,0,1,Platinum,0,0,1,1,1,0,0,1,60,Phone
2913,TN02913,Om,Tamil Nadu,Male,42,104000,752,4,228190.31,1,Silver,0,0,1,1,0,0,0,8,130,Email
2914,WB02914,Aarohi,West Bengal,Female,57,187000,746,5,41572.55,0,Not Applicable,0,1,1,1,0,0,0,5,100,Mobile
2915,TN02915,Nandini,Tamil Nadu,Female,38,163000,729,3,0,1,Platinum,0,0,1,1,0,0,0,5,100,Mobile
2916,KA02916,Amit,Karnataka,Male,56,123000,570,4,25442.82,0,Not Applicable,0,0,0,1,1,1,8,4,24,Email
2917,MH02917,Esha,Maharashtra,Female,34,157000,690,9,25925.26,0,Not Applicable,0,1,1,1,0,1,16,8,48,Mobile
2918,DL02918,Vijay,Delhi,Male,49,103000,713,3,235682.91,1,Silver,0,1,2,1,0,0,0,7,120,Branch
2919,MH02919,Meenal,Maharashtra,Female,28,186000,679,1,0,1,Silver,0,1,2,1,0,0,0,9,140,Mobile
2920,MH02920,Naresh,Maharashtra,Male,33,111000,732,2,0,1,Gold,0,1,2,1,0,0,0,8,130,Email
2921,TN02921,Anirudh,Tamil Nadu,Male,56,197000,669,1,208536.21,1,Platinum,0,1,2,1,0,0,0,9,140,Phone
2922,KA02922,Om,Karnataka,Male,34,105000,714,7,232590,0,Not Applicable,0,1,1,1,0,0,0,4,90,Phone
2923,TN02923,Alka,Tamil Nadu,Female,57,83000,674,6,127101.69,1,Gold,1,1,3,1,0,0,0,9,140,Email
2924,KA02924,Rajesh,Karnataka,Male,50,91000,839,2,0,1,Gold,0,0,1,1,0,0,0,9,140,Branch
2925,TN02925,Kavita,Tamil Nadu,Female,46,144000,720,8,228700.05,1,Platinum,0,1,2,1,0,0,0,6,110,Mobile
2926,MH02926,Naveen,Maharashtra,Male,45,134000,684,7,239848.87,1,Gold,0,0,1,1,0,0,0,5,100,Email
2927,DL02927,Ashok,Delhi,Male,57,153000,669,1,196095.9,1,Silver,0,1,2,1,0,0,0,7,120,Phone
2928,TN02928,Kunal,Tamil Nadu,Male,26,31000,782,2,112010.26,1,Gold,0,1,2,1,0,0,0,4,90,Email
2929,MH02929,Sai,Maharashtra,Male,25,66000,708,7,61243.73,1,Silver,0,0,1,1,0,0,0,6,110,Mobile
2930,KA02930,Kavita,Karnataka,Female,59,199000,655,8,238239.23,1,Platinum,0,0,1,1,0,0,0,9,140,Email
2931,MH02931,Jyoti,Maharashtra,Female,44,72000,706,5,199299.8,1,Silver,0,1,2,1,0,0,0,8,130,Email
2932,DL02932,Meera,Delhi,Female,25,89000,723,1,37651.77,1,Gold,0,1,2,1,0,1,17,9,56,Mobile
2933,DL02933,Om,Delhi,Male,57,98000,612,3,25211.17,1,Gold,0,1,2,1,0,0,0,7,120,Email
2934,MH02934,Pooja,Maharashtra,Female,50,168000,663,4,122592.87,1,Platinum,0,1,2,1,0,0,0,4,90,Mobile
2935,TN02935,Sumit,Tamil Nadu,Male,28,109000,709,5,215683.53,1,Platinum,1,0,2,1,0,0,0,5,100,Mobile
2936,KA02936,Kunal,Karnataka,Male,27,114000,752,6,238602.69,1,Silver,1,0,2,1,0,0,0,5,100,Phone
2937,WB02937,Ritik,West Bengal,Male,40,70000,701,3,187557.1,1,Gold,0,1,2,1,0,0,0,10,150,Mobile
2938,MH02938,Aarav,Maharashtra,Male,37,96000,678,10,60058.54,1,Platinum,1,0,2,1,0,0,0,10,150,Email
2939,TN02939,Bhavya,Tamil Nadu,Female,64,173000,569,4,0,0,Not Applicable,1,0,1,0,1,0,0,5,100,Mobile
2940,TN02940,Vikas,Tamil Nadu,Male,37,143000,787,1,205136.39,1,Gold,1,0,2,1,0,0,0,5,100,Branch
2941,TN02941,Aditi,Tamil Nadu,Female,26,121000,670,5,111401.24,1,Gold,1,0,2,1,0,0,0,4,90,Phone
2942,DL02942,Rekha,Delhi,Female,72,30000,574,9,10611.94,0,Not Applicable,1,0,1,0,1,0,0,7,120,Phone
2943,MH02943,Naresh,Maharashtra,Male,32,117000,651,4,83866.93,1,Platinum,0,1,2,1,0,0,0,5,100,Mobile
2944,KA02944,Harsh,Karnataka,Male,27,100000,713,2,187148.8,0,Not Applicable,0,0,0,1,0,0,0,6,110,Mobile
2945,KA02945,Swati,Karnataka,Female,30,165000,649,4,12758.42,1,Gold,0,0,1,1,0,0,0,6,110,Mobile
2946,KA02946,Raj,Karnataka,Male,41,33000,779,8,174655.67,1,Platinum,0,0,1,1,0,0,0,9,140,Phone
2947,MH02947,Suraj,Maharashtra,Male,50,176000,623,8,29426.25,0,Not Applicable,1,0,1,1,0,0,0,10,150,Phone
2948,KA02948,Yogesh,Karnataka,Male,28,132000,678,6,246285.84,1,Gold,0,0,1,1,0,0,0,10,150,Mobile
2949,DL02949,Vijay,Delhi,Male,42,86000,630,10,219841.55,1,Silver,0,1,2,1,0,0,0,5,100,Mobile
2950,MH02950,Aarav,Maharashtra,Male,42,98000,709,8,107132.67,1,Gold,1,1,3,1,0,0,0,5,100,Phone
2951,MH02951,Shivam,Maharashtra,Male,58,104000,674,4,107311.74,1,Silver,0,1,2,1,0,0,0,5,100,Mobile
2952,KA02952,Tarun,Karnataka,Male,49,59000,648,7,80812.19,1,Gold,0,1,2,1,0,0,0,7,120,Phone
2953,WB02953,Sandeep,West Bengal,Male,51,83000,499,5,32123.93,0,Not Applicable,0,0,0,0,1,1,28,3,0,Mobile
2954,MH02954,Umesh,Maharashtra,Male,57,134000,785,8,11067.51,1,Platinum,0,1,2,1,0,0,0,7,120,Branch
2955,DL02955,Aditi,Delhi,Female,32,71000,769,1,71962.13,1,Platinum,0,1,2,1,0,0,0,6,110,Mobile
2956,TN02956,Vihaan,Tamil Nadu,Male,35,36000,640,2,89059.87,0,Not Applicable,0,1,1,1,0,0,0,8,130,Mobile
2957,WB02957,Jyoti,West Bengal,Female,58,182000,698,6,14568.77,1,Platinum,0,0,1,1,0,0,0,5,100,Mobile
2958,MH02958,Rohan,Maharashtra,Male,55,81000,660,4,29964.12,1,Silver,0,0,1,1,0,0,0,9,140,Branch
2959,DL02959,Mohan,Delhi,Male,31,168000,707,10,144452.77,1,Platinum,1,0,2,1,0,0,0,4,90,Mobile
2960,DL02960,Raj,Delhi,Male,58,198000,677,10,61358.47,1,Platinum,0,0,1,1,0,1,27,4,0,Branch
2961,KA02961,Neel,Karnataka,Male,71,124000,534,1,45807.32,0,Not Applicable,0,0,0,0,1,0,0,9,50,Mobile
2962,MH02962,Deepak,Maharashtra,Male,55,125000,627,2,35690.72,1,Gold,0,1,2,1,0,0,0,10,150,Mobile
2963,TN02963,Meenal,Tamil Nadu,Female,77,149000,577,7,32519.66,1,Platinum,0,0,1,0,1,1,21,1,0,Branch
2964,WB02964,Shreya,West Bengal,Female,71,197000,600,6,0,1,Gold,1,0,2,0,1,1,30,1,0,Phone
2965,MH02965,Bharat,Maharashtra,Male,30,82000,728,9,76430.55,1,Silver,0,1,2,1,0,0,0,7,120,Mobile
2966,TN02966,Varsha,Tamil Nadu,Female,57,143000,631,3,192267.79,1,Platinum,0,1,2,1,0,0,0,4,90,Email
2967,TN02967,Raj,Tamil Nadu,Male,53,123000,850,9,85153.33,1,Silver,1,1,3,1,0,0,0,8,130,Email
2968,WB02968,Ritika,West Bengal,Female,51,141000,685,10,115675.86,1,Gold,1,1,3,1,0,0,0,5,100,Email
2969,WB02969,Rohan,West Bengal,Male,60,84000,783,5,17002.35,1,Silver,0,1,2,1,0,0,0,7,120,Phone
2970,DL02970,Rajesh,Delhi,Male,26,134000,668,1,204749.68,0,Not Applicable,0,1,1,1,0,1,1,6,110,Mobile
2971,TN02971,Tanmay,Tamil Nadu,Male,37,199000,720,2,69785.31,1,Silver,0,0,1,1,0,0,0,10,150,Phone
2972,MH02972,Ankita,Maharashtra,Female,68,26000,600,1,48668.1,1,Platinum,1,1,3,0,1,1,19,3,52,Email
2973,MH02973,Gopal,Maharashtra,Male,44,162000,764,10,109270.41,1,Platinum,0,1,2,1,0,0,0,6,110,Email
2974,MH02974,Yash,Maharashtra,Male,37,127000,716,2,18023.89,1,Gold,0,1,2,1,0,0,0,9,140,Mobile
2975,KA02975,Yash,Karnataka,Male,42,163000,727,2,16711.37,1,Silver,0,0,1,1,0,0,0,6,110,Phone
2976,TN02976,Pooja,Tamil Nadu,Female,55,177000,659,5,210837.75,0,Not Applicable,0,0,0,1,0,1,18,7,34,Mobile
2977,KA02977,Sumit,Karnataka,Male,54,17000,600,4,7362.93,0,Not Applicable,0,0,0,1,1,1,30,1,0,Phone
2978,TN02978,Kartik,Tamil Nadu,Male,53,72000,644,3,113449.38,1,Silver,0,0,1,1,0,1,15,5,20,Phone
2979,WB02979,Mohan,West Bengal,Male,31,168000,674,1,121468.09,1,Silver,1,0,2,1,0,0,0,4,90,Mobile
2980,MH02980,Nandini,Maharashtra,Female,31,34000,701,2,119651.93,1,Silver,1,1,3,1,0,0,0,7,120,Email
2981,DL02981,Ankit,Delhi,Male,34,109000,619,5,166008.43,0,Not Applicable,0,1,1,1,0,0,0,5,100,Mobile
